booking_id,booking_date,departure_date,lead_time_days,airline,origin,destination,haul_type,cabin_class,trip_type,fare_basis,booking_channel,booking_source,pax_count,base_fare_inr,taxes_inr,total_fare_inr,ancillary_revenue_inr,payment_method,prior_bookings,booking_status,customer_complaint,satisfaction_score
CLR-00670,2025-12-03,2025-12-27,24,Singapore Airlines,DEL,LHR,Long-Haul,Economy,Round-Trip,QOWRT,B2B_Agent,NDC,3,36109.19,5579.15,125065.02,7814.83,Agent Credit,17,Ticketed,,5
CLR-00671,2025-11-26,2026-02-03,69,British Airways,DEL,AUH,Medium-Haul,Economy,Round-Trip,LOWRT,B2C_Website,GDS,1,23011.35,3978.66,26990.01,1883.35,Debit Card,0,Ticketed,Refund not processed after 30 days,1
CLR-00672,2025-05-18,2025-06-20,33,British Airways,HYD,AMS,Long-Haul,Economy,Round-Trip,LOWRT,B2C_Website,NDC,3,24544.76,2811.05,82067.43,0.0,UPI,0,Ticketed,,
CLR-00673,2025-07-27,2025-08-18,22,KLM,BOM,LHR,Long-Haul,Premium Economy,Round-Trip,QOWRT,Mobile_App,NDC,3,43656.13,9268.35,158773.44,5007.59,Bank Transfer,0,Ticketed,,4
CLR-00674,2025-09-16,2025-09-30,14,Lufthansa,DEL,SIN,Medium-Haul,Economy,Round-Trip,HOWRT,B2B_Agent,GDS,5,8265.75,1032.08,46489.15,22277.56,Credit Card,0,No-Show,,4
CLR-00675,2025-02-27,2025-06-24,117,Singapore Airlines,MAA,DXB,Medium-Haul,Economy,Round-Trip,LOWRT,B2B_Agent,GDS,2,21488.68,1977.85,46933.06,2130.56,Credit Card,0,Ticketed,,3
CLR-00676,2025-09-01,2025-12-04,94,KLM,HYD,LHR,Long-Haul,Economy,One-Way,LOWRT,B2C_Website,GDS,5,53232.12,5374.11,293031.15,0.0,UPI,0,Refunded,Infant ticket pricing seems incorrect,2
CLR-00677,2025-01-31,2025-04-19,78,Emirates,BLR,FRA,Long-Haul,Economy,Round-Trip,HOWRT,B2B_Agent,NDC,2,32642.04,6679.41,78642.9,3172.22,Agent Credit,0,Ticketed,,5
CLR-00678,2025-03-27,2025-04-14,18,American Airlines,MAA,DXB,Medium-Haul,Economy,Round-Trip,MOWRT,Mobile_App,GDS,2,24397.1,4672.64,58139.48,3862.82,,14,Ticketed,,3
CLR-00679,2025-01-04,2025-04-27,113,Air France,BOM,DXB,Medium-Haul,Economy,Round-Trip,VOWRT,B2B_Agent,GDS,4,24293.84,2389.49,106733.32,0.0,Agent Credit,14,Cancelled,,2
CLR-00680,2025-06-05,2025-07-12,37,British Airways,HYD,LHR,Long-Haul,Premium Economy,Round-Trip,BOWRT,B2B_Agent,GDS,1,60161.23,12383.69,72544.92,4267.76,Credit Card,0,Confirmed,,
CLR-00681,2025-02-05,2025-04-14,68,Etihad Airways,COK,DOH,Medium-Haul,Premium Economy,One-Way,EOWRT,API_Partner,NDC,3,20525.54,2053.58,67737.36,0.0,Bank Transfer,0,Refunded,,4
CLR-00682,2025-06-26,2025-06-30,4,Etihad Airways,DEL,SIN,Medium-Haul,Business,Round-Trip,EOWRT,B2C_Website,GDS,1,81541.17,12003.77,93544.94,1140.51,Agent Credit,5,Confirmed,,4
CLR-00683,2025-12-09,2026-03-14,95,Lufthansa,BOM,FRA,Long-Haul,Business,Round-Trip,EOWRT,B2C_Website,GDS,2,155624.04,33373.43,377994.94,4728.84,Debit Card,0,Cancelled,,3
CLR-00684,2025-01-15,2025-02-26,42,Etihad Airways,HYD,AMS,Long-Haul,Economy,One-Way,EOWRT,Mobile_App,GDS,2,53329.79,9737.63,126134.84,3471.74,Bank Transfer,0,Ticketed,,4
CLR-00685,2025-10-04,2025-10-31,27,British Airways,DEL,AUH,Medium-Haul,Business,Round-Trip,QOWRT,B2B_Agent,NDC,2,41022.53,7923.66,97892.38,1494.27,Credit Card,0,Ticketed,,4
CLR-00686,2025-10-26,2025-12-22,57,Etihad Airways,DEL,LHR,Long-Haul,Economy,Round-Trip,QOWRT,B2C_Website,NDC,2,46014.49,9547.68,111124.34,0.0,UPI,1,Ticketed,,4
CLR-00687,2025-07-06,2025-08-26,51,British Airways,BOM,DXB,Medium-Haul,Economy,Round-Trip,QOWRT,B2B_Agent,NDC,2,16816.61,2536.42,38706.06,5945.19,Credit Card,0,Ticketed,,4
CLR-00688,2025-01-21,2025-02-16,26,Air Canada,DEL,LHR,Long-Haul,First,One-Way,HOWRT,B2B_Agent,GDS,2,130167.5,11623.59,283582.18,0.0,Agent Credit,19,Confirmed,,4
CLR-00689,2025-04-12,2025-06-13,62,British Airways,BOM,LHR,Long-Haul,Economy,One-Way,QOWRT,B2C_Website,NDC,2,20691.03,3644.69,48671.44,4150.5,Agent Credit,15,Cancelled,Name spelling error on ticket needs correction,1
CLR-00690,2025-02-28,2025-05-17,78,KLM,MAA,SIN,Medium-Haul,Economy,One-Way,YOWRT,B2C_Website,NDC,1,15590.35,2825.28,18415.63,6299.76,Agent Credit,0,Refunded,,2
CLR-00691,2025-12-05,2025-12-28,23,Air Canada,BOM,FRA,Long-Haul,Business,Round-Trip,LOWRT,B2B_Agent,GDS,1,64572.67,10213.73,74786.4,2813.37,,10,No-Show,,
CLR-00692,2025-04-10,2025-07-09,90,American Airlines,BLR,CDG,Long-Haul,Premium Economy,Round-Trip,BOWRT,API_Partner,NDC,2,79859.13,12748.86,185215.98,1884.61,Bank Transfer,14,No-Show,EMD for ancillary service not reflecting,1
CLR-00693,2025-07-18,2025-08-27,40,Condor,BLR,FRA,Long-Haul,Business,Round-Trip,EOWRT,B2B_Agent,NDC,1,191204.09,40196.06,231400.15,1557.78,Bank Transfer,0,Confirmed,,4
CLR-00694,2025-10-30,2025-11-02,3,Condor,DEL,YYZ,Long-Haul,Economy,Multi-City,HOWRT,API_Partner,GDS,1,27363.71,5499.22,32862.93,0.0,UPI,0,Confirmed,,
CLR-00695,2025-07-08,2025-09-01,55,Singapore Airlines,MAA,KUL,Medium-Haul,Economy,Multi-City,MOWRT,B2C_Website,GDS,1,22339.59,4745.1,27084.69,979.57,Credit Card,0,Ticketed,,5
CLR-00696,2025-01-14,2025-04-28,104,British Airways,DEL,YYZ,Long-Haul,Economy,Multi-City,MOWRT,B2C_Website,NDC,2,36908.87,5765.61,85348.96,5974.28,UPI,2,Ticketed,,3
CLR-00697,2025-08-20,2025-09-03,14,Air France,DEL,JFK,Long-Haul,Economy,One-Way,HOWRT,B2B_Agent,NDC,4,53876.85,11505.09,261527.76,11203.31,Agent Credit,0,Refunded,PNR not found in airline system after ticketing,1
CLR-00698,2025-08-08,2025-10-24,77,Emirates,BOM,LHR,Long-Haul,Economy,One-Way,BOWRT,B2B_Agent,NDC,2,40300.4,4107.49,88815.78,9953.78,Agent Credit,5,Confirmed,,2
CLR-00699,2025-05-17,2025-07-08,52,Lufthansa,DEL,YYZ,Long-Haul,Economy,One-Way,VOWRT,Mobile_App,GDS,1,19491.6,3165.28,22656.88,2185.13,Credit Card,0,Refunded,,4
CLR-00700,2025-12-29,2026-03-20,81,Singapore Airlines,BOM,LHR,Long-Haul,Economy,One-Way,YOWRT,B2B_Agent,GDS,3,27156.51,4487.31,94931.46,0.0,Credit Card,0,Ticketed,,5
CLR-00701,2025-10-30,2025-12-26,57,Lufthansa,DEL,CDG,Long-Haul,Economy,Round-Trip,VOWRT,B2C_Website,NDC,1,23151.65,3423.98,26575.63,0.0,Bank Transfer,0,Ticketed,,4
CLR-00702,2025-10-19,2026-02-13,117,Singapore Airlines,DEL,CDG,Long-Haul,Economy,Multi-City,MOWRT,B2B_Agent,GDS,1,49319.75,10544.84,59864.59,0.0,Debit Card,6,Ticketed,,3
CLR-00703,2025-12-05,2026-02-24,81,KLM,BOM,LHR,Long-Haul,Business,Multi-City,HOWRT,Mobile_App,GDS,1,151180.91,27988.06,179168.97,5477.37,Agent Credit,0,Confirmed,,
CLR-00704,2025-05-29,2025-09-25,119,Air France,HYD,LHR,Long-Haul,Business,Multi-City,LOWRT,API_Partner,GDS,4,131645.11,13493.66,580555.08,0.0,,0,Ticketed,,4
CLR-00705,2025-01-14,2025-02-17,34,Air France,DEL,SIN,Medium-Haul,Economy,Round-Trip,BOWRT,B2B_Agent,GDS,1,14464.25,1329.52,15793.77,1478.76,Bank Transfer,0,Cancelled,,4
CLR-00706,2025-09-16,2025-10-06,20,Lufthansa,BOM,FRA,Long-Haul,Economy,Round-Trip,LOWRT,Mobile_App,GDS,2,19213.24,2490.99,43408.46,0.0,UPI,18,Ticketed,Meal preference not available onboard,1
CLR-00707,2025-02-24,2025-06-04,100,Singapore Airlines,BOM,FRA,Long-Haul,Business,Round-Trip,YOWRT,API_Partner,GDS,1,177416.06,37199.14,214615.2,1335.09,Debit Card,0,Ticketed,,4
CLR-00708,2025-06-23,2025-07-07,14,Etihad Airways,CCU,BKK,Medium-Haul,Economy,One-Way,LOWRT,Mobile_App,GDS,2,17224.53,1679.53,37808.12,14676.61,Agent Credit,14,Ticketed,,4
CLR-00709,2025-09-27,2025-11-23,57,Singapore Airlines,BOM,CDG,Long-Haul,Economy,One-Way,,B2B_Agent,GDS,1,39535.02,7351.0,46886.02,428.87,UPI,7,Ticketed,,5
CLR-00710,2025-04-06,2025-05-08,32,Air Canada,BOM,DXB,Medium-Haul,Economy,Round-Trip,EOWRT,B2C_Website,GDS,3,14125.38,3020.86,51438.72,2986.78,Credit Card,19,Ticketed,,5
CLR-00711,2025-09-05,2025-12-29,115,British Airways,MAA,SIN,Medium-Haul,Economy,Round-Trip,YOWRT,B2B_Agent,GDS,2,22727.08,3287.28,52028.72,6454.6,Credit Card,6,Ticketed,,4
CLR-00712,2025-10-07,2025-12-01,55,British Airways,BOM,CDG,Long-Haul,Premium Economy,Round-Trip,QOWRT,Mobile_App,GDS,2,52657.97,7948.26,121212.46,2377.38,Agent Credit,5,Ticketed,,3
CLR-00713,2025-12-18,2026-03-28,100,American Airlines,MAA,DXB,Medium-Haul,Economy,One-Way,QOWRT,Mobile_App,GDS,1,9336.31,1639.34,10975.65,0.0,Bank Transfer,0,Ticketed,,4
CLR-00714,2025-06-17,2025-08-04,48,Air France,BOM,CDG,Long-Haul,Economy,Round-Trip,EOWRT,B2B_Agent,NDC,2,28771.88,6214.11,69971.98,1357.86,Credit Card,0,Ticketed,,5
CLR-00715,2025-08-12,2025-09-15,34,Air France,HYD,AMS,Long-Haul,Business,Multi-City,QOWRT,Mobile_App,NDC,2,106095.1,21743.65,255677.5,8977.62,Credit Card,12,Ticketed,,3
CLR-00716,2025-03-08,2025-06-26,110,Lufthansa,HYD,AMS,Long-Haul,Economy,Round-Trip,HOWRT,B2B_Agent,NDC,2,26160.94,2289.55,56900.98,3301.32,Credit Card,0,Cancelled,,5
CLR-00717,2025-07-25,2025-08-12,18,Singapore Airlines,DEL,AUH,Medium-Haul,Economy,Round-Trip,VOWRT,B2B_Agent,NDC,6,14332.66,3097.83,104582.94,39458.57,Credit Card,0,Ticketed,"Flight delayed by 3 hours, requesting compensation",1
CLR-00718,2025-10-14,2025-10-31,17,KLM,COK,DOH,Medium-Haul,Economy,Round-Trip,YOWRT,B2C_Website,GDS,3,23826.75,2817.46,79932.63,0.0,Debit Card,17,Ticketed,Refund not processed after 30 days,
CLR-00719,2025-06-25,2025-07-25,30,American Airlines,DEL,YYZ,Long-Haul,Premium Economy,Round-Trip,HOWRT,API_Partner,GDS,2,97229.68,16429.69,227318.74,4450.2,Agent Credit,11,Cancelled,,4
CLR-00720,2025-05-18,2025-05-25,7,Lufthansa,BOM,DXB,Medium-Haul,Economy,Round-Trip,BOWRT,B2C_Website,NDC,3,22373.67,2030.15,73211.46,0.0,Credit Card,0,Ticketed,,5
CLR-00721,2025-02-13,2025-04-12,58,Lufthansa,BOM,FRA,Long-Haul,Business,Round-Trip,QOWRT,B2B_Agent,NDC,3,83816.48,8953.94,278311.26,15583.44,Bank Transfer,13,Ticketed,Baggage not received at destination,3
CLR-00722,2025-11-22,2025-12-17,25,Lufthansa,BOM,DXB,Medium-Haul,Premium Economy,Round-Trip,EOWRT,API_Partner,NDC,2,22563.02,4628.38,54382.8,4043.31,Agent Credit,0,Refunded,,5
CLR-00723,2025-08-31,2025-11-04,65,British Airways,MAA,KUL,Medium-Haul,Business,One-Way,HOWRT,API_Partner,NDC,1,43568.34,6093.02,49661.36,,Debit Card,0,Ticketed,,5
CLR-00724,2025-12-09,2026-01-20,42,Singapore Airlines,DEL,JFK,Long-Haul,Economy,Round-Trip,MOWRT,B2C_Website,GDS,1,47666.05,7603.01,55269.06,3720.43,Debit Card,0,Ticketed,,4
CLR-00725,2025-02-23,2025-03-31,36,Etihad Airways,BOM,FRA,Long-Haul,Economy,Multi-City,MOWRT,B2B_Agent,GDS,6,44171.68,4616.12,292726.8,0.0,Agent Credit,4,Confirmed,,4
CLR-00726,2025-07-20,2025-11-15,118,Singapore Airlines,HYD,AMS,Long-Haul,Economy,Multi-City,BOWRT,B2B_Agent,GDS,3,23875.09,2314.87,78569.88,0.0,Credit Card,0,No-Show,,4
CLR-00727,2025-11-20,2026-02-05,77,Emirates,DEL,SIN,Medium-Haul,Premium Economy,Round-Trip,MOWRT,B2B_Agent,GDS,1,38783.9,4670.63,43454.53,698.87,Credit Card,0,Ticketed,,5
CLR-00728,2025-10-09,2025-12-31,83,Condor,BLR,FRA,Long-Haul,Economy,Round-Trip,VOWRT,B2C_Website,GDS,2,18904.11,2037.82,41883.86,0.0,UPI,19,No-Show,,3
CLR-00729,2025-12-19,2025-12-25,6,Lufthansa,DEL,YYZ,Long-Haul,First,One-Way,MOWRT,B2C_Website,GDS,1,311181.79,37924.57,349106.36,0.0,UPI,20,Ticketed,EMD for ancillary service not reflecting,2
CLR-00730,2025-11-13,2026-01-13,61,British Airways,BOM,DXB,Medium-Haul,Premium Economy,One-Way,BOWRT,B2B_Agent,GDS,2,23402.55,2333.6,51472.3,12256.16,Bank Transfer,0,Ticketed,Meal preference not available onboard,2
CLR-00731,2025-09-28,2025-12-25,88,Singapore Airlines,MAA,DXB,Medium-Haul,Economy,Round-Trip,VOWRT,B2B_Agent,GDS,1,17678.94,3633.92,21312.86,0.0,Credit Card,0,Cancelled,,5
CLR-00732,2025-10-14,2026-01-29,107,Lufthansa,HYD,AMS,Long-Haul,Economy,One-Way,HOWRT,Mobile_App,GDS,4,52551.21,11125.32,254706.12,12056.9,Debit Card,0,Ticketed,,3
CLR-00733,2025-02-08,2025-02-21,13,British Airways,DEL,SIN,Medium-Haul,Economy,Round-Trip,LOWRT,B2B_Agent,GDS,1,11009.44,1097.95,12107.39,2919.94,Bank Transfer,0,Ticketed,,4
CLR-00734,2025-06-27,2025-09-23,88,American Airlines,MAA,KUL,Medium-Haul,Economy,Round-Trip,EOWRT,API_Partner,NDC,1,10147.59,2047.28,12194.87,4656.77,UPI,0,Refunded,Infant ticket pricing seems incorrect,1
CLR-00735,2025-03-29,2025-04-26,28,Air Canada,BLR,FRA,Long-Haul,Business,One-Way,HOWRT,B2C_Website,NDC,2,177763.82,36257.96,428043.56,1010.11,Credit Card,0,Ticketed,,5
CLR-00736,2025-07-19,2025-11-16,120,American Airlines,DEL,SIN,Medium-Haul,Economy,Multi-City,YOWRT,B2B_Agent,GDS,2,9554.94,1532.71,22175.3,0.0,Agent Credit,2,Ticketed,,4
CLR-00737,2025-08-14,2025-08-21,7,Etihad Airways,BLR,SFO,Long-Haul,Economy,Round-Trip,YOWRT,B2B_Agent,NDC,1,17772.17,2625.68,20397.85,0.0,Bank Transfer,0,Ticketed,,5
CLR-00738,2025-04-20,2025-08-09,111,American Airlines,DEL,YYZ,Long-Haul,Economy,Round-Trip,VOWRT,B2B_Agent,GDS,2,53479.17,10215.83,127390.0,14256.95,,0,Cancelled,,3
CLR-00739,2025-03-20,2025-05-05,46,Singapore Airlines,DEL,SIN,Medium-Haul,Economy,Multi-City,HOWRT,B2C_Website,NDC,1,15443.46,2368.45,17811.91,418.7,Agent Credit,0,Ticketed,,4
CLR-00740,2025-05-09,2025-09-01,115,British Airways,MAA,KUL,Medium-Haul,Economy,Round-Trip,LOWRT,B2C_Website,GDS,1,14900.17,1479.68,16379.85,0.0,Credit Card,3,Ticketed,,4
CLR-00741,2025-04-04,2025-07-07,94,Singapore Airlines,DEL,LHR,Long-Haul,Economy,Round-Trip,LOWRT,Mobile_App,GDS,1,44925.18,7783.36,52708.54,0.0,Credit Card,1,Cancelled,,
CLR-00742,2025-08-16,2025-11-12,88,Air France,CCU,BKK,Medium-Haul,Premium Economy,Round-Trip,BOWRT,B2B_Agent,GDS,2,24042.89,5019.88,58125.54,2397.27,Credit Card,0,Cancelled,Name spelling error on ticket needs correction,1
CLR-00743,2025-01-31,2025-02-02,2,Lufthansa,HYD,AMS,Long-Haul,Business,Round-Trip,EOWRT,B2C_Website,NDC,1,180261.58,23178.65,203440.23,940.15,Agent Credit,0,Confirmed,,2
CLR-00744,2025-01-26,2025-05-26,120,Singapore Airlines,BLR,CDG,Long-Haul,Premium Economy,Round-Trip,YOWRT,B2C_Website,GDS,3,32334.54,4364.32,110096.58,2204.75,UPI,2,Refunded,,2
CLR-00745,2025-12-24,2026-04-01,98,KLM,MAA,KUL,Medium-Haul,Economy,One-Way,HOWRT,B2B_Agent,GDS,1,22968.5,3820.21,26788.71,0.0,Debit Card,0,Ticketed,,3
CLR-00746,2025-10-19,2026-01-01,74,Air France,DEL,LHR,Long-Haul,Economy,Round-Trip,MOWRT,B2C_Website,GDS,1,44420.62,6523.17,50943.79,0.0,Agent Credit,7,Ticketed,,
CLR-00747,2025-07-11,2025-10-30,111,Air France,DEL,JFK,Long-Haul,Economy,Round-Trip,HOWRT,B2C_Website,GDS,1,17901.07,1834.77,19735.84,1992.66,Credit Card,4,Cancelled,,
CLR-00748,2025-11-18,2025-12-12,24,Etihad Airways,BLR,SFO,Long-Haul,Economy,One-Way,YOWRT,B2B_Agent,NDC,1,38967.28,6626.04,45593.32,3347.33,Credit Card,1,Ticketed,,4
CLR-00749,2025-07-21,2025-09-16,57,Etihad Airways,DEL,JFK,Long-Haul,Premium Economy,Round-Trip,QOWRT,B2B_Agent,GDS,5,54170.47,10980.57,325755.2,32248.86,Debit Card,0,Confirmed,,5
CLR-00750,2025-05-04,2025-06-27,54,Air France,HYD,AMS,Long-Haul,Business,Round-Trip,QOWRT,B2B_Agent,GDS,1,190314.41,38936.41,229250.82,0.0,Debit Card,0,Cancelled,"Flight delayed by 3 hours, requesting compensation",1
CLR-00751,2025-12-05,2025-12-27,22,American Airlines,MAA,SIN,Medium-Haul,Business,Round-Trip,YOWRT,B2C_Website,NDC,2,68840.53,10957.77,159596.6,3032.08,Credit Card,0,Ticketed,,5
CLR-00752,2025-03-27,2025-06-26,91,Lufthansa,DEL,CDG,Long-Haul,Economy,Multi-City,BOWRT,B2B_Agent,NDC,1,35505.26,6645.96,42151.22,283.58,Agent Credit,0,Ticketed,,4
CLR-00753,2025-12-03,2025-12-16,13,Etihad Airways,HYD,LHR,Long-Haul,Economy,One-Way,LOWRT,API_Partner,NDC,2,37670.88,6311.31,87964.38,635.27,Agent Credit,0,Cancelled,,
CLR-00754,2025-02-26,2025-03-07,9,American Airlines,DEL,YYZ,Long-Haul,Economy,Round-Trip,YOWRT,API_Partner,GDS,3,22371.52,3775.56,78441.24,0.0,UPI,0,Refunded,EMD for ancillary service not reflecting,2
CLR-00755,2025-04-10,2025-04-16,6,British Airways,BLR,FRA,Long-Haul,Economy,Round-Trip,YOWRT,B2B_Agent,NDC,1,30481.84,5822.84,36304.68,717.45,Debit Card,0,Ticketed,,4
CLR-00756,2025-02-15,2025-04-10,54,Emirates,MAA,SIN,Medium-Haul,Economy,Multi-City,,API_Partner,NDC,2,10028.64,1904.66,23866.6,1495.88,Agent Credit,7,Ticketed,,4
CLR-00757,2025-01-29,2025-03-17,47,British Airways,CCU,BKK,Medium-Haul,Business,Multi-City,YOWRT,Mobile_App,GDS,1,50798.3,9045.13,59843.43,0.0,Debit Card,2,Ticketed,,5
CLR-00758,2025-12-17,2026-01-26,40,Condor,BOM,CDG,Long-Haul,Premium Economy,Round-Trip,EOWRT,B2C_Website,NDC,2,62217.38,6105.18,136645.12,0.0,Debit Card,0,Ticketed,,5
CLR-00759,2025-10-12,2026-01-10,90,Air Canada,DEL,AUH,Medium-Haul,Premium Economy,Round-Trip,YOWRT,B2B_Agent,GDS,4,30734.31,4579.99,141257.2,0.0,Agent Credit,20,Cancelled,,5
CLR-00760,2025-10-14,2025-11-27,44,Etihad Airways,DEL,JFK,Long-Haul,Premium Economy,Round-Trip,HOWRT,Mobile_App,NDC,5,76562.95,10033.87,432984.1,1812.28,Credit Card,0,Ticketed,,3
CLR-00761,2025-07-11,2025-10-12,93,American Airlines,BOM,LHR,Long-Haul,Business,Round-Trip,QOWRT,API_Partner,GDS,2,104905.01,15053.28,239916.58,2443.49,Agent Credit,0,Confirmed,,4
CLR-00762,2025-11-01,2026-02-09,100,Lufthansa,HYD,LHR,Long-Haul,First,Round-Trip,HOWRT,B2B_Agent,NDC,1,169677.58,14099.81,183777.39,0.0,Agent Credit,0,Ticketed,,4
CLR-00763,2025-10-22,2025-12-10,49,Air Canada,CCU,BKK,Medium-Haul,Business,One-Way,LOWRT,B2B_Agent,GDS,2,36134.18,4752.08,81772.52,0.0,Debit Card,0,Ticketed,,5
CLR-00764,2025-03-01,2025-04-09,39,Air Canada,DEL,AUH,Medium-Haul,Economy,Round-Trip,QOWRT,API_Partner,GDS,2,11842.09,2540.69,28765.56,0.0,Bank Transfer,0,Ticketed,,4
CLR-00765,2025-10-13,2025-11-18,36,Etihad Airways,DEL,AUH,Medium-Haul,Economy,Round-Trip,QOWRT,API_Partner,GDS,1,12415.95,2460.59,14876.54,1920.13,Debit Card,0,Ticketed,,3
CLR-00766,2025-04-24,2025-08-18,116,Emirates,BOM,FRA,Long-Haul,Economy,Round-Trip,QOWRT,B2C_Website,GDS,1,17727.36,2109.77,19837.13,0.0,Credit Card,12,Ticketed,,
CLR-00767,2025-01-19,2025-01-23,4,Emirates,BLR,FRA,Long-Haul,Business,Round-Trip,BOWRT,B2B_Agent,NDC,1,77296.89,6470.2,83767.09,726.71,Bank Transfer,0,Confirmed,,5
CLR-00768,2025-03-04,2025-03-30,26,Singapore Airlines,CCU,BKK,Medium-Haul,Economy,Round-Trip,YOWRT,API_Partner,GDS,4,18215.86,1932.85,80594.84,17977.3,Credit Card,8,Ticketed,,5
CLR-00769,2025-08-15,2025-09-14,30,Condor,BOM,CDG,Long-Haul,Business,Round-Trip,BOWRT,B2C_Website,NDC,4,163945.3,18291.42,728946.88,1846.45,Credit Card,0,Ticketed,,5
CLR-00770,2025-03-03,2025-06-09,98,Etihad Airways,HYD,LHR,Long-Haul,Business,One-Way,MOWRT,B2B_Agent,NDC,1,74660.77,12712.7,87373.47,3611.31,Agent Credit,0,Confirmed,,
CLR-00771,2025-05-15,2025-07-23,69,Lufthansa,BOM,LHR,Long-Haul,Economy,One-Way,BOWRT,B2B_Agent,GDS,1,54332.5,11819.82,66152.32,0.0,Agent Credit,19,Ticketed,,
CLR-00772,2025-11-20,2026-03-11,111,Etihad Airways,HYD,AMS,Long-Haul,Premium Economy,One-Way,,B2B_Agent,NDC,4,45888.8,7886.11,215099.64,7422.43,Agent Credit,16,Ticketed,Refund not processed after 30 days,2
CLR-00773,2025-12-09,2026-01-19,41,British Airways,DEL,JFK,Long-Haul,Business,Round-Trip,VOWRT,API_Partner,GDS,1,90365.48,12104.58,102470.06,2902.75,Debit Card,0,Ticketed,,5
CLR-00774,2025-07-05,2025-08-15,41,Singapore Airlines,BOM,LHR,Long-Haul,Economy,One-Way,LOWRT,B2B_Agent,GDS,1,20293.58,3232.19,23525.77,1244.92,Credit Card,0,Ticketed,,
CLR-00775,2025-01-31,2025-04-03,62,Etihad Airways,DEL,LHR,Long-Haul,Economy,Round-Trip,QOWRT,B2B_Agent,GDS,1,21193.91,3858.46,25052.37,0.0,Credit Card,0,Cancelled,,
CLR-00776,2025-01-19,2025-04-02,73,Emirates,HYD,LHR,Long-Haul,Economy,Round-Trip,EOWRT,B2B_Agent,GDS,1,22531.25,3859.26,26390.51,0.0,Credit Card,7,Ticketed,,4
CLR-00777,2025-12-24,2026-03-23,89,Condor,MAA,KUL,Medium-Haul,Economy,Round-Trip,HOWRT,B2B_Agent,GDS,1,11088.71,1080.67,12169.38,0.0,Bank Transfer,10,No-Show,,5
CLR-00778,2025-09-03,2025-09-04,1,Air France,BOM,DXB,Medium-Haul,Economy,Round-Trip,MOWRT,Mobile_App,GDS,2,16439.0,2000.37,36878.74,7651.6,Agent Credit,0,Ticketed,,4
CLR-00779,2025-07-28,2025-08-29,32,American Airlines,BLR,CDG,Long-Haul,Premium Economy,Round-Trip,MOWRT,B2C_Website,NDC,5,73180.0,15719.36,444496.8,10133.87,Agent Credit,12,Ticketed,,4
CLR-00780,2025-06-29,2025-07-14,15,British Airways,HYD,AMS,Long-Haul,Economy,Round-Trip,HOWRT,B2C_Website,NDC,6,40566.65,8448.54,294091.14,40214.88,UPI,0,Confirmed,,3
CLR-00781,2025-05-30,2025-09-03,96,Air Canada,DEL,JFK,Long-Haul,Premium Economy,Round-Trip,BOWRT,API_Partner,GDS,1,82370.71,9385.66,91756.37,775.79,Debit Card,0,Ticketed,,4
CLR-00782,2025-01-25,2025-04-11,76,British Airways,DEL,AUH,Medium-Haul,Economy,Multi-City,LOWRT,B2C_Website,GDS,6,9695.9,989.73,64113.78,0.0,UPI,0,Confirmed,,5
CLR-00783,2025-05-27,2025-08-16,81,American Airlines,DEL,YYZ,Long-Haul,Economy,Round-Trip,YOWRT,API_Partner,NDC,1,19204.86,2284.21,21489.07,3370.64,Debit Card,12,Refunded,Baggage not received at destination,3
CLR-00784,2025-08-25,2025-10-07,43,American Airlines,CCU,BKK,Medium-Haul,Economy,Round-Trip,QOWRT,B2C_Website,NDC,2,24385.32,3846.85,56464.34,7354.26,Credit Card,11,Confirmed,,4
CLR-00785,2025-10-05,2025-12-15,71,Air France,BLR,CDG,Long-Haul,Business,Round-Trip,EOWRT,B2B_Agent,NDC,1,65983.25,7575.7,73558.95,957.52,Credit Card,0,Confirmed,,4
CLR-00786,2025-07-22,2025-10-31,101,Air France,DEL,SIN,Medium-Haul,Economy,Round-Trip,EOWRT,API_Partner,GDS,3,17674.37,2108.22,59347.77,0.0,,9,Refunded,,
CLR-00787,2025-06-13,2025-06-21,8,Condor,BLR,FRA,Long-Haul,Economy,One-Way,LOWRT,API_Partner,GDS,1,33387.45,4252.48,37639.93,4380.62,UPI,0,Confirmed,,
CLR-00788,2025-07-25,2025-10-07,74,Condor,DEL,CDG,Long-Haul,Economy,One-Way,QOWRT,B2B_Agent,NDC,2,20132.76,3561.81,47389.14,6416.57,Debit Card,11,Ticketed,,5
CLR-00789,2025-11-25,2026-01-12,48,Air France,COK,DOH,Medium-Haul,Economy,Round-Trip,LOWRT,Mobile_App,GDS,2,21873.1,2272.35,48290.9,0.0,UPI,0,Confirmed,,2
CLR-00790,2025-01-09,2025-01-21,12,Etihad Airways,BOM,FRA,Long-Haul,First,One-Way,QOWRT,B2C_Website,NDC,1,288334.35,52220.16,340554.51,1160.55,Debit Card,0,Ticketed,,5
CLR-00791,2025-11-04,2026-03-04,120,Air Canada,HYD,AMS,Long-Haul,Economy,Round-Trip,EOWRT,B2B_Agent,GDS,4,47094.38,6860.83,215820.84,0.0,Agent Credit,0,Cancelled,,5
CLR-00792,2025-05-25,2025-08-25,92,British Airways,BOM,LHR,Long-Haul,Premium Economy,One-Way,VOWRT,B2B_Agent,NDC,1,85160.97,8001.91,93162.88,0.0,Credit Card,0,Confirmed,,
